product_id,product_type,category,subcategory,product_name,price,label,rating,image,description
0011,Clothing,Men,Shirts,Yellow-checks Print shirt,450.99,hot,4,assets/images/products/s11.jpg,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua."
0012,Clothing,Men,Shirts,White Full-sleaves shirt,450.99,hot,4,assets/images/products/s12.jpg,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua."
0013,Clothing,Men,Shirts,Blue-line Print shirt,450.99,hot,4,assets/images/products/s13.jpg,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua."
0014,Clothing,Men,Shirts,Plane-Blue shirt,450.99,hot,4,assets/images/products/s14.jpg,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua."
0015,Clothing,Men,Shirts,Dark blue Print Shirt,450.99,hot,4,assets/images/products/s15.jpg,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua."
0016,Clothing,Men,Shirts,Green Print shirt,450.99,hot,4,assets/images/products/s16.jpg,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua."
0017,Clothing,Men,Shoes,Walking Shoes,450.99,new,4,assets/images/products/MSho1.jpg,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua."
0018,Clothing,Men,Shoes,Casual Shoes,450.99,sale,4,assets/images/products/MSho2.jpg,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua."
0019,Clothing,Men,Shoes,Grid White Shoes,450.99,hot,4,assets/images/products/MSho3.jpg,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua."
0020,Clothing,Men,Shoes,Grid White Shoes,450.99,hot,4,assets/images/products/MSho4.jpg,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua."
0021,Clothing,Men,Shoes,Black Casual Shoes,450.99,hot,4,assets/images/products/MSho5.jpg,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua."
0022,Clothing,Men,Shoes,Boat Shoes,450.99,hot,4,assets/images/products/MSho6.jpg,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua."
0023,Clothing,Men,Shoes,Formal Shoes,450.99,hot,4,assets/images/products/MSho7.jpg,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua."
0024,Clothing,Men,Shoes,Athletic Shoes,450.99,hot,4,assets/images/products/MSho8.jpg,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua."
0025,Clothing,Men,Shoes,Jazz Shoes,450.99,hot,4,assets/images/products/MSho9.jpg,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua."
0026,Clothing,Men,Shoes,Dress Shoes,450.99,hot,4,assets/images/products/MSho10.jpg,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua."
0027,Clothing,Men,Shoes,Clog Shoes,450.99,hot,4,assets/images/products/MSho11.jpg,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua."
0028,Clothing,Men,Shoes,Brogan  Shoes,450.99,hot,4,assets/images/products/MSho12.jpg,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua."
0029,Clothing,Men,Shoes,Black Shoes,450.99,hot,4,assets/images/products/MSho13.jpg,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua."
0030,Clothing,Men,Shoes,White Shoes,450.99,hot,4,assets/images/products/MSho14.jpg,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua."
0031,Clothing,Men,Shoes,Ankle Shoes,450.99,hot,4,assets/images/products/MSho15.jpg,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua."
0032,Clothing,Men,Shoes,Road-running Shoes,450.99,hot,4,assets/images/products/MSho16.jpg,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua."
0033,Clothing,Men,Jackets,Field Jacket,400.99,new,4,assets/images/products/MJ1.jpg,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua."
0034,Clothing,Men,Jackets,Bomber Jacket,550.99,sale,4,assets/images/products/MJ2.jpg,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua."
0035,Clothing,Men,Jackets,Chore Coat,350.99,hot,4,assets/images/products/MJ3.jpg,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua."
0036,Clothing,Men,Jackets,Denim Jacket,250.99,hot,4,assets/images/products/MJ4.jpg,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua."
0037,Clothing,Men,Jackets,Trucker Jacket,150.99,hot,4,assets/images/products/MJ5.jpg,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua."
0038,Clothing,Men,Jackets,Moto Jacket,650.99,hot,4,assets/images/products/MJ6.jpg,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua."
0039,Clothing,Men,Jackets,Shirt Jacket,850.99,hot,4,assets/images/products/MJ7.jpg,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua."
0040,Clothing,Men,Jackets,Harrington Jacket,900.99,hot,4,assets/images/products/MJ8.jpg,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua."
0041,Clothing,Men,Jackets,Leather Jacket,200.99,hot,4,assets/images/products/MJ9.jpg,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua."
0042,Clothing,Men,Jackets,Fleece Jacket,100.99,hot,4,assets/images/products/MJ10.jpg,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua."
0043,Clothing,Men,Jackets,Shearling Jacket,322.99,hot,4,assets/images/products/MJ11.jpg,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua."
0044,Clothing,Men,Jackets,Mac Jacket,443.99,hot,4,assets/images/products/MJ12.jpg,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua."
0045,Clothing,Men,Jackets,Puffer Jacket,656.99,hot,4,assets/images/products/MJ13.jpg,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua."
0046,Clothing,Men,Jackets,Coach Jacket,543.99,hot,4,assets/images/products/MJ14.jpg,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua."
0047,Clothing,Men,Jackets,Packable Jacket,564.99,hot,4,assets/images/products/MJ15.jpg,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua."
0048,Clothing,Men,Jackets,Varsity Jacket,444.99,hot,4,assets/images/products/MJ16.jpg,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua."
0065,Clothing,Women,Tops,Purple Top,350.0,new,4,assets/images/products/top1.jpg,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua."
0066,Clothing,Women,Tops,Grey Top,450.0,sale,4,assets/images/products/top2.jpg,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua."
0067,Clothing,Women,Tops,Light Orange Top,250.0,hot,4,assets/images/products/top3.jpg,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua."
0068,Clothing,Women,Tops,Cotton,550.0,hot,4,assets/images/products/top4.jpg,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua."
0069,Clothing,Women,Tops,White Top,340.0,hot,4,assets/images/products/top5.jpg,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua."
0070,Clothing,Women,Tops,Sea Green Top,320.0,hot,4,assets/images/products/top6.jpg,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua."
0071,Clothing,Women,Tops,Crop Top,599.0,hot,4,assets/images/products/top7.jpg,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua."
0072,Clothing,Women,Tops,Pink Top,299.0,hot,4,assets/images/products/top8.jpg,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua."
0073,Clothing,Women,Tops,Navy Blue Top,349.0,hot,4,assets/images/products/top9.jpg,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua."
0074,Clothing,Women,Tops,OFF White Top,599.0,hot,4,assets/images/products/top10.jpg,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua."
0075,Clothing,Women,Tops,White Cheques Top,330.0,hot,4,assets/images/products/top11.jpg,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua."
0076,Clothing,Women,Tops,Baby Pink Top,479.0,hot,4,assets/images/products/top12.jpg,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua."
0077,Clothing,Women,Tops,Black&White Top,899.0,hot,4,assets/images/products/top13.jpg,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua."
0078,Clothing,Women,Tops,Denim Top,659.0,hot,4,assets/images/products/top14.jpg,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua."
0079,Clothing,Women,Tops,Off Golden Top,999.0,hot,4,assets/images/products/top15.jpg,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua."
0080,Clothing,Women,Tops,White Fancy Top,789.0,hot,4,assets/images/products/top16.jpg,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua."
0081,Clothing,Women,Handbags,White Handbag,450.99,new,4,assets/images/products/h1.jpg,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua."
0082,Clothing,Women,Handbags,Brown Handbag,450.99,sale,4,assets/images/products/h2.jpg,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua."
0083,Clothing,Women,Handbags,SkyBlue Handbag,450.99,hot,4,assets/images/products/h3.jpg,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua."
0084,Clothing,Women,Handbags,Brown Leather Handbag,450.99,hot,4,assets/images/products/h4.jpg,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua."
0085,Clothing,Women,Handbags,Grey Handbag,450.99,hot,4,assets/images/products/h5.jpg,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua."
0086,Clothing,Women,Handbags,Maroon Handbag,450.99,hot,4,assets/images/products/h6.jpg,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua."
0087,Clothing,Women,Handbags,Olive Green Bag,450.99,hot,4,assets/images/products/h7.jpg,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua."
0088,Clothing,Women,Handbags,Gucci handbag,450.99,hot,4,assets/images/products/h8.jpg,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua."
0089,Clothing,Women,Handbags,Locca Handbag,450.99,hot,4,assets/images/products/h9.jpg,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua."
0090,Clothing,Women,Handbags,Premium Handbag,450.99,hot,4,assets/images/products/h10.jpg,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua."
0091,Clothing,Women,Handbags,Pink Premium Handbag,450.99,hot,4,assets/images/products/h11.jpg,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua."
0092,Clothing,Women,Handbags,Cereal Handbag,450.99,hot,4,assets/images/products/h12.jpg,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua."
0093,Clothing,Women,Handbags,Black Handbag,450.99,hot,4,assets/images/products/h13.jpg,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua."
0094,Clothing,Women,Handbags,Green Handbag,450.99,hot,4,assets/images/products/h14.jpg,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua."
0095,Clothing,Women,Handbags,Cera Handbags,450.99,hot,4,assets/images/products/h15.jpg,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua."
0096,Clothing,Women,Handbags,Castle Handbag,450.99,hot,4,assets/images/products/h16.jpg,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua."
0129,Clothing,Boys,Toys & Games,soft toy,450.99,new,4,assets/images/products/t1.jpg,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua."
0130,Clothing,Boys,Toys & Games,soft boy toy,450.99,sale,4,assets/images/products/t2.jpg,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua."
0131,Clothing,Boys,Toys & Games,pink unicorn toy,450.99,hot,4,assets/images/products/t3.jpg,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua."
0132,Clothing,Boys,Toys & Games,rabbit toy,450.99,hot,4,assets/images/products/t4.jpg,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua."
0133,Clothing,Boys,Toys & Games,Dinosaur Soft Toys,450.99,hot,4,assets/images/products/t5.jpg,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua."
0134,Clothing,Boys,Toys & Games,Bluebells toys,450.99,hot,4,assets/images/products/t6.jpg,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua."
0135,Clothing,Boys,Toys & Games,pink teddy,450.99,hot,4,assets/images/products/t7.jpg,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua."
0136,Clothing,Boys,Toys & Games,kitty,450.99,hot,4,assets/images/products/t8.jpg,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua."
0137,Clothing,Boys,Toys & Games,white rabbit,450.99,hot,4,assets/images/products/t9.jpg,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua."
0138,Clothing,Boys,Toys & Games,white unicorn,450.99,hot,4,assets/images/products/t10.jpg,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua."
0139,Clothing,Boys,Toys & Games,chotta Raju,450.99,hot,4,assets/images/products/t11.jpg,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua."
0140,Clothing,Boys,Toys & Games,lady toy,450.99,hot,4,assets/images/products/t12.jpg,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua."
0141,Clothing,Boys,Toys & Games,peppa pig,450.99,hot,4,assets/images/products/t13.jpg,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua."
0142,Clothing,Boys,Toys & Games,micky mouse,450.99,hot,4,assets/images/products/t14.jpg,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua."
0143,Clothing,Boys,Toys & Games,caterpillar toy,450.99,hot,4,assets/images/products/t15.jpg,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua."
0144,Clothing,Boys,Toys & Games,Minnie Mouse,450.99,hot,4,assets/images/products/t16.jpg,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua."
0257,Electronics,Laptops,Apple,MacBook,546.0,new,4,assets/images/products/Laptop1.jpg,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua."
0258,Electronics,Laptops,Apple,MacBook,535.0,sale,4,assets/images/products/Laptop2.jpg,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua."
0259,Electronics,Laptops,Apple,MacBook Pro,353.0,hot,4,assets/images/products/Laptop3.jpg,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua."
0260,Electronics,Laptops,Apple,MacBook Air,767.0,hot,4,assets/images/products/Laptop4.jpg,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua."
0261,Electronics,Laptops,Apple,MacBook Air. M1,575.0,hot,4,assets/images/products/Laptop5.jpg,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua."
0262,Electronics,Laptops,Apple,MacBook Air.M2,575.0,hot,4,assets/images/products/Laptop6.jpg,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua."
0263,Electronics,Laptops,Apple,MacBook Air.M3,577.0,hot,4,assets/images/products/Laptop7.jpg,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua."
0264,Electronics,Laptops,Apple,MacBook Air.M5,575.0,hot,4,assets/images/products/Laptop8.jpg,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua."
0265,Electronics,Laptops,Apple,MacBook Air.M6,575.0,hot,4,assets/images/products/Laptop9.jpg,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua."
0266,Electronics,Laptops,Apple,MacBook Air.M7,575.0,hot,4,assets/images/products/Laptop10.jpg,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua."
0267,Electronics,Laptops,Apple,MacBook Air.M8,579.0,hot,4,assets/images/products/Laptop11.jpg,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua."
0268,Electronics,Laptops,Apple,MacBook Air.M9,456.0,hot,4,assets/images/products/Laptop12.jpg,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua."
0269,Electronics,Laptops,Apple,MacBook Air.M10,786.0,hot,4,assets/images/products/Laptop13.jpg,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua."
0270,Electronics,Laptops,Apple,MacBook Air.M11,668.0,hot,4,assets/images/products/Laptop14.jpg,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua."
0271,Electronics,Laptops,Apple,MacBook Pro 13,898.0,hot,4,assets/images/products/Laptop15.jpg,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua."
0272,Electronics,Laptops,Apple,MacBook Pro.14,365.0,hot,4,assets/images/products/Laptop16.jpg,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua."
0273,Electronics,Laptops,Dell,Dell XPS 13 Plus,546.0,new,4,assets/images/products/Laptop17.jpg,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua."
0274,Electronics,Laptops,Dell,Dell XPS 15,535.0,sale,4,assets/images/products/Laptop18.jpg,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua."
0275,Electronics,Laptops,Dell,Dell XPS 17,353.0,hot,4,assets/images/products/Laptop19.jpg,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua."
0276,Electronics,Laptops,Dell,Dell G15 gaming laptop,767.0,hot,4,assets/images/products/Laptop20.jpg,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua."
0277,Electronics,Laptops,Dell,Dell Inspiron 15,575.0,hot,4,assets/images/products/Laptop21.jpg,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua."
0278,Electronics,Laptops,Dell,Dell Latitude 9430,575.0,hot,4,assets/images/products/Laptop22.jpg,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua."
0279,Electronics,Laptops,Dell,Vostro Laptop,577.0,hot,4,assets/images/products/Laptop23.jpg,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua."
0280,Electronics,Laptops,Dell,Latitude C series,575.0,hot,4,assets/images/products/Laptop24.jpg,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua."
0281,Electronics,Laptops,Dell,Latitude XT,575.0,hot,4,assets/images/products/Laptop25.jpg,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua."
0282,Electronics,Laptops,Dell,Latitude XT 1,575.0,hot,4,assets/images/products/Laptop26.jpg,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua."
0283,Electronics,Laptops,Dell,Latitude XT 2,579.0,hot,4,assets/images/products/Laptop27.jpg,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua."
0284,Electronics,Laptops,Dell,Latitude XT 3,456.0,hot,4,assets/images/products/Laptop28.jpg,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua."
0285,Electronics,Laptops,Dell,Latitude XT 4,786.0,hot,4,assets/images/products/Laptop29.jpg,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua."
0286,Electronics,Laptops,Dell,Latitude XT 5,668.0,hot,4,assets/images/products/Laptop30.jpg,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua."
0287,Electronics,Laptops,Dell,Latitude XT 6,898.0,hot,4,assets/images/products/Laptop31.jpg,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua."
